Simulation no#,Line ,Load,Wind1,Wind2,Wind3,flag,Sequence
,,,,,,,
38938,Line 16 - 21,1.2,0.2,0.8,1,0,[]
,,,,,,,
38939,Line 16 - 24,1.2,0.2,0.8,1,0,[]
,,,,,,,
38940,Line 26 - 28,1.2,0.2,0.8,1,0,[]
,,,,,,,
38941,Line 26 - 29,1.2,0.2,0.8,1,0,[]
,,,,,,,
38942,Line 28 - 29,1.2,0.2,0.8,1,1,"[('G 09', 'UV', '2.38'), ('Load 29A_UF', '2.40'), ('Load 29B_UF', '2.40'), ('Load 29C_UF', '2.40'), ('Load 29D_UF', '2.40'), ('Load 23A_UF', '10.17'), ('Load 21A_UF', '10.17'), ('Load 24A_UF', '10.17'), ('Load 16A_UF', '10.17'), ('Load 15A_UF', '10.17'), ('Load 12A_UF', '10.18'), ('Load 04A_UF', '10.18'), ('Load 18A_UF', '10.18'), ('Load 27A_UF', '10.18'), ('Load 07A_UF', '10.18'), ('Load 03A_UF', '10.18'), ('Load 08A_UF', '10.18'), ('Load 26A_UF', '10.18'), ('Load 28A_UF', '10.18'), ('Load 20A_UF', '10.18'), ('Load 25A_UF', '10.18')]"
,,,,,,,
38943,Line 23 - 24,1.2,0.2,0.8,1,0,[]
,,,,,,,
38944,Line 22 - 23,1.2,0.2,0.8,1,0,[]
,,,,,,,
38945,Line 21 - 22,1.2,0.2,0.8,1,0,[]
,,,,,,,
38946,Line 03 - 18,1.2,0.2,0.8,1,0,[]
,,,,,,,
38947,Line 08 - 09,1.2,0.2,0.8,1,0,[]
,,,,,,,
38948,Line 07 - 08,1.2,0.2,0.8,1,0,[]
,,,,,,,
38949,Line 02 - 25,1.2,0.2,0.8,1,0,[]
,,,,,,,
38950,Line 01 - 02,1.2,0.2,0.8,1,0,[]
,,,,,,,
38951,Line 25 - 26,1.2,0.2,0.8,1,0,[]
,,,,,,,
38952,Line 17 - 18,1.2,0.2,0.8,1,0,[]
,,,,,,,
38953,Line 26 - 27,1.2,0.2,0.8,1,0,[]
,,,,,,,
38954,Line 17 - 27,1.2,0.2,0.8,1,0,[]
,,,,,,,
38955,Line 16 - 17,1.2,0.2,0.8,1,0,[]
,,,,,,,
38956,Line 15 - 16,1.2,0.2,0.8,1,0,[]
,,,,,,,
38957,Line 14 - 15,1.2,0.2,0.8,1,0,[]
,,,,,,,
38958,Line 04 - 14,1.2,0.2,0.8,1,0,[]
,,,,,,,
38959,Line 03 - 04,1.2,0.2,0.8,1,0,[]
,,,,,,,
38960,Line 02 - 03,1.2,0.2,0.8,1,0,[]
,,,,,,,
38961,Line 01 - 39,1.2,0.2,0.8,1,0,[]
,,,,,,,
38962,Line 09 - 39,1.2,0.2,0.8,1,0,[]
,,,,,,,
38963,Line 05 - 08,1.2,0.2,0.8,1,0,[]
,,,,,,,
38964,Line 05 - 06,1.2,0.2,0.8,1,0,[]
,,,,,,,
38965,Line 04 - 05,1.2,0.2,1,0,0,[]
,,,,,,,
38966,Line 06 - 07,1.2,0.2,1,0,0,[]
,,,,,,,
38967,Line 06 - 11,1.2,0.2,1,0,0,[]
,,,,,,,
38968,Line 10 - 11,1.2,0.2,1,0,0,[]
,,,,,,,
38969,Line 10 - 13,1.2,0.2,1,0,0,[]
,,,,,,,
38970,Line 13 - 14,1.2,0.2,1,0,0,[]
,,,,,,,
38971,Line 16 - 19,1.2,0.2,1,0,1,"[('G 05', 'Over-Speed', '2.40'), ('Load 20A_UF', '18.59'), ('Load 08A_UF', '21.45'), ('Load 07A_UF', '21.45'), ('Load 12A_UF', '21.45'), ('Load 23A_UF', '21.45'), ('Load 04A_UF', '21.45'), ('Load 21A_UF', '21.45'), ('Load 15A_UF', '21.45'), ('Load 24A_UF', '21.45'), ('Load 16A_UF', '21.45'), ('Load 18A_UF', '21.45'), ('Load 03A_UF', '21.45'), ('Load 27A_UF', '21.45'), ('Load 25A_UF', '21.45'), ('Load 26A_UF', '21.45'), ('Load 28A_UF', '21.46'), ('Load 29A_UF', '21.46')]"
,,,,,,,
38972,Line 16 - 21,1.2,0.2,1,0,0,[]
,,,,,,,
38973,Line 16 - 24,1.2,0.2,1,0,0,[]
,,,,,,,
38974,Line 26 - 28,1.2,0.2,1,0,0,[]
,,,,,,,
38975,Line 26 - 29,1.2,0.2,1,0,0,[]
,,,,,,,
38976,Line 28 - 29,1.2,0.2,1,0,0,[]
,,,,,,,
38977,Line 23 - 24,1.2,0.2,1,0,0,[]
,,,,,,,
38978,Line 22 - 23,1.2,0.2,1,0,0,[]
,,,,,,,
38979,Line 21 - 22,1.2,0.2,1,0,0,[]
,,,,,,,
38980,Line 03 - 18,1.2,0.2,1,0,0,[]
,,,,,,,
38981,Line 08 - 09,1.2,0.2,1,0,0,[]
,,,,,,,
38982,Line 07 - 08,1.2,0.2,1,0,0,[]
,,,,,,,
38983,Line 02 - 25,1.2,0.2,1,0,0,[]
,,,,,,,
38984,Line 01 - 02,1.2,0.2,1,0,0,[]
,,,,,,,
38985,Line 25 - 26,1.2,0.2,1,0,0,[]
,,,,,,,
38986,Line 17 - 18,1.2,0.2,1,0,0,[]
,,,,,,,
38987,Line 26 - 27,1.2,0.2,1,0,0,[]
,,,,,,,
38988,Line 17 - 27,1.2,0.2,1,0,0,[]
,,,,,,,
38989,Line 16 - 17,1.2,0.2,1,0,0,[]
,,,,,,,
38990,Line 15 - 16,1.2,0.2,1,0,0,[]
,,,,,,,
38991,Line 14 - 15,1.2,0.2,1,0,0,[]
,,,,,,,
38992,Line 04 - 14,1.2,0.2,1,0,0,[]
,,,,,,,
38993,Line 03 - 04,1.2,0.2,1,0,0,[]
,,,,,,,
38994,Line 02 - 03,1.2,0.2,1,0,0,[]
,,,,,,,
38995,Line 01 - 39,1.2,0.2,1,0,0,[]
,,,,,,,
38996,Line 09 - 39,1.2,0.2,1,0,0,[]
,,,,,,,
38997,Line 05 - 08,1.2,0.2,1,0,0,[]
,,,,,,,
38998,Line 05 - 06,1.2,0.2,1,0,0,[]
,,,,,,,
38999,Line 04 - 05,1.2,0.2,1,0.2,0,[]
,,,,,,,
39000,Line 06 - 07,1.2,0.2,1,0.2,0,[]
,,,,,,,
39001,Line 06 - 11,1.2,0.2,1,0.2,0,[]
,,,,,,,
39002,Line 10 - 11,1.2,0.2,1,0.2,0,[]
,,,,,,,
39003,Line 10 - 13,1.2,0.2,1,0.2,0,[]
,,,,,,,
39004,Line 13 - 14,1.2,0.2,1,0.2,0,[]
,,,,,,,
39005,Line 16 - 19,1.2,0.2,1,0.2,1,"[('G 05', 'Over-Speed', '2.40'), ('Load 20A_UF', '18.60'), ('Load 29A_UF', '20.86'), ('Load 23A_UF', '20.86'), ('Load 28A_UF', '20.86'), ('Load 21A_UF', '20.86'), ('Load 24A_UF', '20.86'), ('Load 26A_UF', '20.86'), ('Load 16A_UF', '20.86'), ('Load 27A_UF', '20.86'), ('Load 15A_UF', '20.87'), ('Load 18A_UF', '20.87'), ('Load 12A_UF', '20.87'), ('Load 25A_UF', '20.87'), ('Load 04A_UF', '20.87'), ('Load 03A_UF', '20.87'), ('Load 07A_UF', '20.87'), ('Load 08A_UF', '20.87')]"
,,,,,,,
39006,Line 16 - 21,1.2,0.2,1,0.2,0,[]
,,,,,,,
39007,Line 16 - 24,1.2,0.2,1,0.2,0,[]
,,,,,,,
39008,Line 26 - 28,1.2,0.2,1,0.2,0,[]
,,,,,,,
39009,Line 26 - 29,1.2,0.2,1,0.2,0,[]
,,,,,,,
39010,Line 28 - 29,1.2,0.2,1,0.2,0,[]
,,,,,,,
39011,Line 23 - 24,1.2,0.2,1,0.2,0,[]
,,,,,,,
39012,Line 22 - 23,1.2,0.2,1,0.2,0,[]
,,,,,,,
39013,Line 21 - 22,1.2,0.2,1,0.2,0,[]
,,,,,,,
39014,Line 03 - 18,1.2,0.2,1,0.2,0,[]
,,,,,,,
39015,Line 08 - 09,1.2,0.2,1,0.2,0,[]
,,,,,,,
39016,Line 07 - 08,1.2,0.2,1,0.2,0,[]
,,,,,,,
39017,Line 02 - 25,1.2,0.2,1,0.2,0,[]
,,,,,,,
39018,Line 01 - 02,1.2,0.2,1,0.2,0,[]
,,,,,,,
39019,Line 25 - 26,1.2,0.2,1,0.2,0,[]
,,,,,,,
39020,Line 17 - 18,1.2,0.2,1,0.2,0,[]
,,,,,,,
39021,Line 26 - 27,1.2,0.2,1,0.2,0,[]
,,,,,,,
39022,Line 17 - 27,1.2,0.2,1,0.2,0,[]
,,,,,,,
39023,Line 16 - 17,1.2,0.2,1,0.2,0,[]
,,,,,,,
39024,Line 15 - 16,1.2,0.2,1,0.2,0,[]
,,,,,,,
39025,Line 14 - 15,1.2,0.2,1,0.2,0,[]
,,,,,,,
39026,Line 04 - 14,1.2,0.2,1,0.2,0,[]
,,,,,,,
39027,Line 03 - 04,1.2,0.2,1,0.2,0,[]
,,,,,,,
39028,Line 02 - 03,1.2,0.2,1,0.2,0,[]
,,,,,,,
39029,Line 01 - 39,1.2,0.2,1,0.2,0,[]
,,,,,,,
39030,Line 09 - 39,1.2,0.2,1,0.2,0,[]
,,,,,,,
39031,Line 05 - 08,1.2,0.2,1,0.2,0,[]
,,,,,,,
39032,Line 05 - 06,1.2,0.2,1,0.2,0,[]
,,,,,,,
39033,Line 04 - 05,1.2,0.2,1,0.4,0,[]
,,,,,,,
39034,Line 06 - 07,1.2,0.2,1,0.4,0,[]
,,,,,,,
39035,Line 06 - 11,1.2,0.2,1,0.4,0,[]
,,,,,,,
39036,Line 10 - 11,1.2,0.2,1,0.4,0,[]
,,,,,,,
39037,Line 10 - 13,1.2,0.2,1,0.4,0,[]
,,,,,,,
39038,Line 13 - 14,1.2,0.2,1,0.4,0,[]
,,,,,,,
39039,Line 16 - 19,1.2,0.2,1,0.4,1,"[('G 05', 'Over-Speed', '2.38'), ('Load 20A_UF', '18.57'), ('Load 08A_UF', '20.25'), ('Load 07A_UF', '20.25'), ('Load 04A_UF', '20.25'), ('Load 03A_UF', '20.25'), ('Load 25A_UF', '20.26'), ('Load 12A_UF', '20.26'), ('Load 18A_UF', '20.26'), ('Load 15A_UF', '20.26'), ('Load 27A_UF', '20.26'), ('Load 16A_UF', '20.26'), ('Load 24A_UF', '20.26'), ('Load 26A_UF', '20.26'), ('Load 21A_UF', '20.26'), ('Load 23A_UF', '20.26'), ('Load 28A_UF', '20.27'), ('Load 29A_UF', '20.27')]"
,,,,,,,
39040,Line 16 - 21,1.2,0.2,1,0.4,0,[]
,,,,,,,
39041,Line 16 - 24,1.2,0.2,1,0.4,0,[]
,,,,,,,
39042,Line 26 - 28,1.2,0.2,1,0.4,0,[]
,,,,,,,
39043,Line 26 - 29,1.2,0.2,1,0.4,0,[]
,,,,,,,
39044,Line 28 - 29,1.2,0.2,1,0.4,1,"[('NSG_2', 'OverVoltage', '2.62'), ('Load 20A_UF', '20.90'), ('Load 23A_UF', '20.90'), ('Load 08A_UF', '20.90'), ('Load 07A_UF', '20.90'), ('Load 21A_UF', '20.90'), ('Load 12A_UF', '20.90'), ('Load 24A_UF', '20.91'), ('Load 15A_UF', '20.91'), ('Load 16A_UF', '20.91'), ('Load 04A_UF', '20.91'), ('Load 18A_UF', '20.91'), ('Load 27A_UF', '20.91'), ('Load 03A_UF', '20.91'), ('Load 28A_UF', '20.91'), ('Load 26A_UF', '20.91'), ('Load 29A_UF', '20.91'), ('Load 25A_UF', '20.91')]"
,,,,,,,
39045,Line 23 - 24,1.2,0.2,1,0.4,0,[]
,,,,,,,
39046,Line 22 - 23,1.2,0.2,1,0.4,0,[]
,,,,,,,
39047,Line 21 - 22,1.2,0.2,1,0.4,0,[]
,,,,,,,
39048,Line 03 - 18,1.2,0.2,1,0.4,0,[]
,,,,,,,
39049,Line 08 - 09,1.2,0.2,1,0.4,0,[]
,,,,,,,
39050,Line 07 - 08,1.2,0.2,1,0.4,0,[]
,,,,,,,
39051,Line 02 - 25,1.2,0.2,1,0.4,0,[]
,,,,,,,
39052,Line 01 - 02,1.2,0.2,1,0.4,0,[]
,,,,,,,
39053,Line 25 - 26,1.2,0.2,1,0.4,0,[]
,,,,,,,
39054,Line 17 - 18,1.2,0.2,1,0.4,0,[]
,,,,,,,
39055,Line 26 - 27,1.2,0.2,1,0.4,0,[]
,,,,,,,
39056,Line 17 - 27,1.2,0.2,1,0.4,0,[]
,,,,,,,
39057,Line 16 - 17,1.2,0.2,1,0.4,0,[]
,,,,,,,
39058,Line 15 - 16,1.2,0.2,1,0.4,0,[]
,,,,,,,
39059,Line 14 - 15,1.2,0.2,1,0.4,0,[]
,,,,,,,
39060,Line 04 - 14,1.2,0.2,1,0.4,0,[]
,,,,,,,
39061,Line 03 - 04,1.2,0.2,1,0.4,0,[]
,,,,,,,
39062,Line 02 - 03,1.2,0.2,1,0.4,0,[]
,,,,,,,
39063,Line 01 - 39,1.2,0.2,1,0.4,0,[]
,,,,,,,
39064,Line 09 - 39,1.2,0.2,1,0.4,0,[]
,,,,,,,
39065,Line 05 - 08,1.2,0.2,1,0.4,0,[]
,,,,,,,
39066,Line 05 - 06,1.2,0.2,1,0.4,1,"[('G 02', 'Over-Speed', '1.66'), ('G 03', 'UV', '1.66'), ('Load 12A_UF', '1.68'), ('Load 12B_UF', '1.68'), ('Load 12C_UF', '1.68'), ('Load 12D_UF', '1.68'), ('NSG_1', 'OverFrequency', '1.76'), ('NSG_2', 'OverFrequency(1)', '1.76'), ('G 10', 'Over-Speed', '1.84'), ('G 08', 'Over-Speed', '1.87'), ('G 09', 'Over-Speed', '1.95'), ('G 04', 'UV', '2.09'), ('G 01', 'Over-Speed', '2.09'), ('G 05', 'Over-Speed', '2.09'), ('G 06', 'Over-Speed', '2.09'), ('G 07', 'Over-Speed', '2.09'), ('NSG_3', 'UnderVoltage(2)', '2.97')]"
,,,,,,,
39067,Line 04 - 05,1.2,0.2,1,0.6,0,[]
,,,,,,,
39068,Line 06 - 07,1.2,0.2,1,0.6,0,[]
,,,,,,,
39069,Line 06 - 11,1.2,0.2,1,0.6,3,Error
,,,,,,,
39070,Line 10 - 11,1.2,0.2,1,0.6,0,[]
,,,,,,,
39071,Line 10 - 13,1.2,0.2,1,0.6,0,[]
,,,,,,,
39072,Line 13 - 14,1.2,0.2,1,0.6,0,[]
,,,,,,,
39073,Line 16 - 19,1.2,0.2,1,0.6,1,"[('G 05', 'Over-Speed', '2.41'), ('Load 20A_UF', '18.63'), ('Load 23A_UF', '19.76'), ('Load 29A_UF', '19.76'), ('Load 28A_UF', '19.76'), ('Load 21A_UF', '19.76'), ('Load 24A_UF', '19.77'), ('Load 16A_UF', '19.77'), ('Load 15A_UF', '19.77'), ('Load 26A_UF', '19.77'), ('Load 27A_UF', '19.77'), ('Load 12A_UF', '19.77'), ('Load 18A_UF', '19.77'), ('Load 04A_UF', '19.77'), ('Load 07A_UF', '19.78'), ('Load 03A_UF', '19.78'), ('Load 08A_UF', '19.78'), ('Load 25A_UF', '19.78')]"
,,,,,,,
39074,Line 16 - 21,1.2,0.2,1,0.6,0,[]
,,,,,,,
39075,Line 16 - 24,1.2,0.2,1,0.6,0,[]
,,,,,,,
39076,Line 26 - 28,1.2,0.2,1,0.6,0,[]
,,,,,,,
39077,Line 26 - 29,1.2,0.2,1,0.6,0,[]
,,,,,,,
39078,Line 28 - 29,1.2,0.2,1,0.6,1,"[('G 09', 'UV', '2.38'), ('Load 29A_UF', '2.40'), ('Load 29B_UF', '2.40'), ('Load 25A_UF', '9.58'), ('Load 28A_UF', '9.59'), ('Load 26A_UF', '9.60'), ('Load 20A_UF', '9.66'), ('Load 12A_UF', '9.66'), ('Load 08A_UF', '9.66'), ('Load 07A_UF', '9.66'), ('Load 04A_UF', '9.66'), ('Load 23A_UF', '9.66'), ('Load 21A_UF', '9.66'), ('Load 03A_UF', '9.66'), ('Load 15A_UF', '9.66'), ('Load 16A_UF', '9.66'), ('Load 24A_UF', '9.66'), ('Load 18A_UF', '9.67'), ('Load 27A_UF', '9.68'), ('Load 28B_UF', '113.39'), ('Load 26B_UF', '113.39'), ('Load 27B_UF', '113.39'), ('Load 20B_UF', '113.39'), ('Load 07B_UF', '113.39'), ('Load 08B_UF', '113.39'), ('Load 03B_UF', '113.39'), ('Load 18B_UF', '113.39'), ('Load 04B_UF', '113.39'), ('Load 25B_UF', '113.39'), ('Load 15B_UF', '113.39'), ('Load 16B_UF', '113.39'), ('Load 24B_UF', '113.39'), ('Load 21B_UF', '113.39'), ('Load 12B_UF', '113.39'), ('Load 23B_UF', '113.39')]"
,,,,,,,
39079,Line 23 - 24,1.2,0.2,1,0.6,0,[]
,,,,,,,
39080,Line 22 - 23,1.2,0.2,1,0.6,0,[]
,,,,,,,
39081,Line 21 - 22,1.2,0.2,1,0.6,0,[]
,,,,,,,
39082,Line 03 - 18,1.2,0.2,1,0.6,0,[]
,,,,,,,
39083,Line 08 - 09,1.2,0.2,1,0.6,0,[]
,,,,,,,
39084,Line 07 - 08,1.2,0.2,1,0.6,3,Error
,,,,,,,
39085,Line 02 - 25,1.2,0.2,1,0.6,0,[]
,,,,,,,
39086,Line 01 - 02,1.2,0.2,1,0.6,0,[]
,,,,,,,
39087,Line 25 - 26,1.2,0.2,1,0.6,0,[]
,,,,,,,
39088,Line 17 - 18,1.2,0.2,1,0.6,0,[]
,,,,,,,
39089,Line 26 - 27,1.2,0.2,1,0.6,0,[]
,,,,,,,
39090,Line 17 - 27,1.2,0.2,1,0.6,0,[]
,,,,,,,
39091,Line 16 - 17,1.2,0.2,1,0.6,0,[]
,,,,,,,
39092,Line 15 - 16,1.2,0.2,1,0.6,0,[]
,,,,,,,
39093,Line 14 - 15,1.2,0.2,1,0.6,0,[]
,,,,,,,
39094,Line 04 - 14,1.2,0.2,1,0.6,0,[]
,,,,,,,
39095,Line 03 - 04,1.2,0.2,1,0.6,0,[]
,,,,,,,
39096,Line 02 - 03,1.2,0.2,1,0.6,0,[]
,,,,,,,
39097,Line 01 - 39,1.2,0.2,1,0.6,0,[]
,,,,,,,
39098,Line 09 - 39,1.2,0.2,1,0.6,0,[]
,,,,,,,
39099,Line 05 - 08,1.2,0.2,1,0.6,3,Error
,,,,,,,
39100,Line 05 - 06,1.2,0.2,1,0.6,3,Error
,,,,,,,
39101,Line 04 - 05,1.2,0.2,1,0.8,0,[]
,,,,,,,
39102,Line 06 - 07,1.2,0.2,1,0.8,0,[]
,,,,,,,
39103,Line 06 - 11,1.2,0.2,1,0.8,0,[]
,,,,,,,
39104,Line 10 - 11,1.2,0.2,1,0.8,0,[]
,,,,,,,
39105,Line 10 - 13,1.2,0.2,1,0.8,0,[]
,,,,,,,
39106,Line 13 - 14,1.2,0.2,1,0.8,0,[]
,,,,,,,
39107,Line 16 - 19,1.2,0.2,1,0.8,1,"[('G 05', 'Over-Speed', '2.40'), ('Load 20A_UF', '18.60'), ('Load 08A_UF', '19.18'), ('Load 07A_UF', '19.18'), ('Load 12A_UF', '19.18'), ('Load 04A_UF', '19.18'), ('Load 15A_UF', '19.18'), ('Load 16A_UF', '19.19'), ('Load 03A_UF', '19.19'), ('Load 24A_UF', '19.19'), ('Load 18A_UF', '19.19'), ('Load 21A_UF', '19.19'), ('Load 23A_UF', '19.19'), ('Load 27A_UF', '19.19'), ('Load 26A_UF', '19.19'), ('Load 25A_UF', '19.19'), ('Load 28A_UF', '19.19'), ('Load 29A_UF', '19.19')]"
,,,,,,,
39108,Line 16 - 21,1.2,0.2,1,0.8,0,[]
,,,,,,,
39109,Line 16 - 24,1.2,0.2,1,0.8,0,[]
,,,,,,,
39110,Line 26 - 28,1.2,0.2,1,0.8,0,[]
,,,,,,,
39111,Line 26 - 29,1.2,0.2,1,0.8,0,[]
,,,,,,,
39112,Line 28 - 29,1.2,0.2,1,0.8,1,"[('G 09', 'UV', '2.38'), ('Load 29A_UF', '2.40'), ('Load 29B_UF', '2.40'), ('Load 29C_UF', '2.40'), ('Load 29D_UF', '2.40'), ('Load 07A_UF', '10.08'), ('Load 12A_UF', '10.08'), ('Load 08A_UF', '10.08'), ('Load 23A_UF', '10.08'), ('Load 21A_UF', '10.08'), ('Load 04A_UF', '10.08'), ('Load 15A_UF', '10.08'), ('Load 24A_UF', '10.09'), ('Load 16A_UF', '10.09'), ('Load 20A_UF', '10.09'), ('Load 18A_UF', '10.09'), ('Load 03A_UF', '10.10'), ('Load 25A_UF', '47.80'), ('Load 28A_UF', '47.80'), ('Load 26A_UF', '47.80'), ('Load 27A_UF', '47.80')]"
,,,,,,,
39113,Line 23 - 24,1.2,0.2,1,0.8,0,[]
,,,,,,,
39114,Line 22 - 23,1.2,0.2,1,0.8,0,[]
,,,,,,,
39115,Line 21 - 22,1.2,0.2,1,0.8,0,[]
,,,,,,,
39116,Line 03 - 18,1.2,0.2,1,0.8,0,[]
,,,,,,,
39117,Line 08 - 09,1.2,0.2,1,0.8,0,[]
,,,,,,,
39118,Line 07 - 08,1.2,0.2,1,0.8,0,[]
,,,,,,,
39119,Line 02 - 25,1.2,0.2,1,0.8,0,[]
,,,,,,,
39120,Line 01 - 02,1.2,0.2,1,0.8,0,[]
,,,,,,,
39121,Line 25 - 26,1.2,0.2,1,0.8,0,[]
,,,,,,,
39122,Line 17 - 18,1.2,0.2,1,0.8,0,[]
,,,,,,,
39123,Line 26 - 27,1.2,0.2,1,0.8,0,[]
,,,,,,,
39124,Line 17 - 27,1.2,0.2,1,0.8,0,[]
,,,,,,,
39125,Line 16 - 17,1.2,0.2,1,0.8,0,[]
,,,,,,,
39126,Line 15 - 16,1.2,0.2,1,0.8,0,[]
,,,,,,,
39127,Line 14 - 15,1.2,0.2,1,0.8,0,[]
,,,,,,,
39128,Line 04 - 14,1.2,0.2,1,0.8,0,[]
,,,,,,,
39129,Line 03 - 04,1.2,0.2,1,0.8,0,[]
,,,,,,,
39130,Line 02 - 03,1.2,0.2,1,0.8,0,[]
,,,,,,,
39131,Line 01 - 39,1.2,0.2,1,0.8,0,[]
,,,,,,,
39132,Line 09 - 39,1.2,0.2,1,0.8,0,[]
,,,,,,,
39133,Line 05 - 08,1.2,0.2,1,0.8,0,[]
,,,,,,,
39134,Line 05 - 06,1.2,0.2,1,0.8,0,[]
,,,,,,,
39135,Line 04 - 05,1.2,0.2,1,1,0,[]
,,,,,,,
39136,Line 06 - 07,1.2,0.2,1,1,0,[]
,,,,,,,
39137,Line 06 - 11,1.2,0.2,1,1,0,[]
,,,,,,,
39138,Line 10 - 11,1.2,0.2,1,1,0,[]
,,,,,,,
39139,Line 10 - 13,1.2,0.2,1,1,0,[]
,,,,,,,
39140,Line 13 - 14,1.2,0.2,1,1,0,[]
,,,,,,,
39141,Line 16 - 19,1.2,0.2,1,1,1,"[('G 05', 'Over-Speed', '2.40'), ('Load 20A_UF', '18.56'), ('Load 12A_UF', '19.12'), ('Load 07A_UF', '19.12'), ('Load 23A_UF', '19.12'), ('Load 08A_UF', '19.12'), ('Load 29A_UF', '19.12'), ('Load 28A_UF', '19.12'), ('Load 21A_UF', '19.12'), ('Load 04A_UF', '19.13'), ('Load 15A_UF', '19.13'), ('Load 24A_UF', '19.13'), ('Load 16A_UF', '19.13'), ('Load 27A_UF', '19.13'), ('Load 26A_UF', '19.13'), ('Load 18A_UF', '19.13'), ('Load 03A_UF', '19.13'), ('Load 25A_UF', '19.13')]"
,,,,,,,
39142,Line 16 - 21,1.2,0.2,1,1,0,[]
,,,,,,,
39143,Line 16 - 24,1.2,0.2,1,1,0,[]
,,,,,,,
39144,Line 26 - 28,1.2,0.2,1,1,0,[]
,,,,,,,
39145,Line 26 - 29,1.2,0.2,1,1,0,[]
,,,,,,,
39146,Line 28 - 29,1.2,0.2,1,1,1,"[('G 09', 'UV', '2.38'), ('Load 29A_UF', '2.42'), ('Load 29B_UF', '2.42'), ('Load 29C_UF', '2.42'), ('Load 29D_UF', '2.42'), ('Load 08A_UF', '10.05'), ('Load 07A_UF', '10.05'), ('Load 12A_UF', '10.05'), ('Load 23A_UF', '10.06'), ('Load 04A_UF', '10.06'), ('Load 21A_UF', '10.06'), ('Load 15A_UF', '10.06'), ('Load 24A_UF', '10.06'), ('Load 20A_UF', '10.06'), ('Load 16A_UF', '10.06'), ('Load 25A_UF', '23.10'), ('Load 26A_UF', '23.10'), ('Load 28A_UF', '23.10'), ('Load 27A_UF', '23.10'), ('Load 03A_UF', '23.10'), ('Load 18A_UF', '23.10')]"
,,,,,,,
39147,Line 23 - 24,1.2,0.2,1,1,0,[]
,,,,,,,
39148,Line 22 - 23,1.2,0.2,1,1,0,[]
,,,,,,,
39149,Line 21 - 22,1.2,0.2,1,1,0,[]
,,,,,,,
39150,Line 03 - 18,1.2,0.2,1,1,0,[]
,,,,,,,
39151,Line 08 - 09,1.2,0.2,1,1,0,[]
,,,,,,,
39152,Line 07 - 08,1.2,0.2,1,1,0,[]
,,,,,,,
39153,Line 02 - 25,1.2,0.2,1,1,0,[]
,,,,,,,
39154,Line 01 - 02,1.2,0.2,1,1,0,[]
,,,,,,,
39155,Line 25 - 26,1.2,0.2,1,1,0,[]
,,,,,,,
39156,Line 17 - 18,1.2,0.2,1,1,0,[]
,,,,,,,
39157,Line 26 - 27,1.2,0.2,1,1,0,[]
,,,,,,,
39158,Line 17 - 27,1.2,0.2,1,1,0,[]
,,,,,,,
39159,Line 16 - 17,1.2,0.2,1,1,0,[]
,,,,,,,
39160,Line 15 - 16,1.2,0.2,1,1,0,[]
,,,,,,,
39161,Line 14 - 15,1.2,0.2,1,1,0,[]
,,,,,,,
39162,Line 04 - 14,1.2,0.2,1,1,0,[]
,,,,,,,
39163,Line 03 - 04,1.2,0.2,1,1,0,[]
,,,,,,,
39164,Line 02 - 03,1.2,0.2,1,1,0,[]
,,,,,,,
39165,Line 01 - 39,1.2,0.2,1,1,0,[]
,,,,,,,
39166,Line 09 - 39,1.2,0.2,1,1,0,[]
,,,,,,,
39167,Line 05 - 08,1.2,0.2,1,1,0,[]
,,,,,,,
39168,Line 05 - 06,1.2,0.2,1,1,0,[]
,,,,,,,
39169,Line 04 - 05,1.2,0.4,0,0,0,[]
,,,,,,,
39170,Line 06 - 07,1.2,0.4,0,0,0,[]
,,,,,,,
39171,Line 06 - 11,1.2,0.4,0,0,0,[]
,,,,,,,
39172,Line 10 - 11,1.2,0.4,0,0,0,[]
,,,,,,,
39173,Line 10 - 13,1.2,0.4,0,0,0,[]
,,,,,,,
39174,Line 13 - 14,1.2,0.4,0,0,0,[]
,,,,,,,
39175,Line 16 - 19,1.2,0.4,0,0,1,"[('G 05', 'Over-Speed', '2.39'), ('Load 20A_UF', '18.54'), ('Load 29A_UF', '21.80'), ('Load 28A_UF', '21.80'), ('Load 23A_UF', '21.80'), ('Load 26A_UF', '21.80'), ('Load 21A_UF', '21.80'), ('Load 27A_UF', '21.80'), ('Load 25A_UF', '21.80'), ('Load 24A_UF', '21.80'), ('Load 16A_UF', '21.80'), ('Load 18A_UF', '21.80'), ('Load 15A_UF', '21.80'), ('Load 03A_UF', '21.80'), ('Load 04A_UF', '21.80'), ('Load 08A_UF', '21.80'), ('Load 07A_UF', '21.80'), ('Load 12A_UF', '21.80')]"
,,,,,,,
39176,Line 16 - 21,1.2,0.4,0,0,0,[]
,,,,,,,
39177,Line 16 - 24,1.2,0.4,0,0,0,[]
,,,,,,,
39178,Line 26 - 28,1.2,0.4,0,0,0,[]
,,,,,,,
39179,Line 26 - 29,1.2,0.4,0,0,0,[]
,,,,,,,
39180,Line 28 - 29,1.2,0.4,0,0,0,[]
,,,,,,,
39181,Line 23 - 24,1.2,0.4,0,0,0,[]
,,,,,,,
39182,Line 22 - 23,1.2,0.4,0,0,0,[]
,,,,,,,
39183,Line 21 - 22,1.2,0.4,0,0,0,[]
,,,,,,,
39184,Line 03 - 18,1.2,0.4,0,0,0,[]
